chr	start	end	LAF_median	logR_mean	minCNR	majCNR	cluster	status_cluster	status_seg
chr14	19377622	25443947	0.441176470588235	-0.0318686737410897	0.86307574330436	1.09322927485219	8	Normal	Normal
chr14	29236552	39901339	0.452133062468258	0.050952133559326	0.936773037876462	1.13512374569978	8	Normal	Normal
chr14	50052717	51131964	0.43436754176611	0.205260311605181	1.00155976916108	1.30422893017129	8	Normal	Normal
chr14	51132159	82000053	0.449448502872982	0.0227491082782072	0.913183588264358	1.11860332931812	8	Normal	Normal
chr14	88477394	97342412	0.444263035622096	-0.00701348830619234	0.884217090967785	1.10608374450377	8	Normal	Normal
chr14	99182628	105995857	0.454545454545455	-0.0318127846960081	0.889264002535486	1.06711680304258	8	Normal	Normal
chr15	22368715	29561632	0.275669642857143	-0.587451671844059	0.366925897368997	0.964108936811655	4	Ambiguous	Ambiguous
chr15	30654613	33023348	0.25	-0.618697357915908	0.325629349289915	0.976888047869746	4	Ambiguous	Ambiguous
chr15	34158871	35834661	0.232558139534884	-0.508905657736542	0.326862932060629	1.07864767580008	4	Ambiguous	Ambiguous
chr15	37184485	43860706	0.029411764705882	-0.484637873449077	0.0420397903614777	1.38731308192878	3	CN Neutral LOH	Loss
chr15	43990901	45983199	0.396917808219178	0.743801109428074	1.32934291401053	2.01982128694784	2	Gain	Gain
chr15	48052050	54025270	0.365853658536585	0.929395227625087	1.39352010649974	2.41543485126621	2	Gain	Gain
chr15	55477591	69747567	0.34375	0.938024255577846	1.31718307025462	2.51462222503154	2	Gain	Gain
chr15	70949430	86312993	0.327182860547403	0.904373589681683	1.22479701301494	2.51866623247952	2	Gain	Gain
chr15	88420258	91354608	0.28648056923919	0.859105241671279	1.03930164285863	2.58852430575182	2	Gain	Gain
chr15	91358420	93563333	0.282051282051282	0.761111945903906	0.956038979355489	2.43355376563215	2	Gain	Gain
chr15	94841690	95022229	0.314757481940144	0.694394577264433	1.01868439780162	2.21772603324681	2	Gain	Gain
chr15	98504220	102463159	0.275	0.703428301333019	0.895603347129422	2.36113609697757	2	Gain	Gain
chr16	97493	2144152	0.444444444444444	-0.0760946692408513	0.843219613143339	1.05402451642918	8	Normal	Normal
chr16	2259404	5147692	0.441860465116279	0.0211424773431621	0.896767087880256	1.13275842679611	8	Normal	Normal
chr16	8829631	12145899	0.430952380952381	0.021082566893436	0.874592533005657	1.15484870380305	8	Normal	Normal
chr16	14014128	17353296	0.430980392156863	0.0400076274419548	0.886198485653984	1.17004003883888	8	Normal	Normal
chr16	18511276	25268401	0.437285469107552	0.00334875060985918	0.876603330058032	1.12804441606323	8	Normal	Normal
chr16	27221494	31927774	0.432432432432432	0.0442333916054495	0.891792533544719	1.17047770027745	8	Normal	Normal
chr16	46615805	51185114	0.450382274925886	-0.0871244013472824	0.847977302392413	1.03481726924555	8	Normal	Normal
chr16	53468625	58552045	0.444444444444444	-0.0668517398193267	0.848639219452747	1.06079902431594	8	Normal	Normal
chr16	58552376	58768088	0.421052631578947	0.0699666732471645	0.883951524282817	1.21543334588887	8	Normal	Normal
chr16	66413345	72993880	0.444444444444444	-0.00327647728514155	0.886872440854115	1.10859055106765	8	Normal	Normal
chr16	74330849	78064598	0.429906542056075	-0.0065941737088955	0.855892075915283	1.13498731806157	8	Normal	Normal
chr16	79628403	82197743	0.452631578947368	0.00208407324721111	0.906571818435901	1.09631940834109	8	Normal	Normal
chr16	83983083	90128564	0.441176470588235	-0.0376902320766114	0.85960008008139	1.0888267681031	8	Normal	Normal
chr17	63678	21319839	0.441860465116279	0.0221548837633361	0.897396612042544	1.13355361521163	8	Normal	Normal
chr17	25628898	28598347	0.449275362318841	-0.0062092453510633	0.894691743717798	1.09671891165407	8	Normal	Normal
chr17	28599612	30801812	0.445544554455446	0.18213166611614	1.0109931902401	1.25812485896546	8	Normal	Normal
chr17	30804570	39036938	0.444204980842911	0.0365819825946765	0.911225141250509	1.14013668616843	8	Normal	Normal
chr17	39038865	39777930	0.416237113402062	-0.196799733347648	0.726320285598629	1.01864733552997	1	Ambiguous	Ambiguous
chr17	39778729	48068919	0.4375	0.0896150813816504	0.931075460678658	1.19709702087256	8	Normal	Normal
chr17	48069064	50235116	0.442105263157895	-0.0181489829675916	0.873156904430398	1.10184085559074	8	Normal	Normal
chr17	52978255	56620724	0.446526781444285	-0.0284679714002127	0.875604115465353	1.08531771912926	8	Normal	Normal
chr17	56620868	63052548	0.447368421052632	0.0920905074777136	0.953712172056892	1.17811503607028	8	Normal	Normal
chr17	63526157	64299107	0.018732492997199	-0.86494147394216	0.0205708504288412	1.07756651078181	5	Loss	Loss
chr17	64492360	68172292	0.452380952380952	0.0464598143362621	0.934372620301854	1.13108264562856	8	Normal	Normal
chr17	70117634	81052160	0.451612903225806	0.000912244274305474	0.903797114389683	1.09746792461605	8	Normal	Normal
chr18	163380	909541	0.0833333333333333	-0.74814896496067	0.0992278245178903	1.09150606969679	5	Loss	Loss
chr18	2539070	3879980	0.0358452511917858	-0.848602290535171	0.0398113477286003	1.07083361652606	5	Loss	Loss
chr18	5291008	14124401	0.0718984962406015	-0.894463194784101	0.0773552067487415	0.998539433521337	5	Loss	Loss
chr18	18533642	24442509	0.048043728423475	-0.84796222622934	0.0533832037109789	1.05775461724329	5	Loss	Loss
chr18	28574193	35145518	0.053030303030303	-0.909241770231166	0.0564735460231875	1.00845617898549	5	Loss	Loss
chr18	42281542	48723013	0.0493827160493827	-0.931568428915801	0.0517815359037663	0.996794566147501	5	Loss	Loss
chr18	49867203	53254311	0.0494878999365538	-0.927623852725976	0.0520339045342707	0.999413107785529	5	Loss	Loss
chr18	54278276	58039394	0.0532485875706215	-0.898088406549698	0.0571460923976481	1.01604842796137	5	Loss	Loss
chr18	59157909	61654356	0.0422535211267606	-0.931162599852358	0.044318497488799	1.00455260974611	5	Loss	Loss
chr18	71740781	73139454	0.0365258299307653	-1.05725902981763	0.0351045497495172	0.925983803781611	5	Loss	Loss
chr18	76752147	78005195	0.060810810810811	-1.00746895346682	0.0604968016600947	0.934339492305904	5	Loss	Loss
chr19	110744	22000730	0.444444444444444	0.0764547852138709	0.937265564591083	1.17158195573886	8	Normal	Normal
chr19	32873670	51227322	0.446808510638298	0.0780536015063354	0.943295815262873	1.16789005699213	8	Normal	Normal
chr19	51227767	59082576	0.44164551607445	0.0186718200987223	0.894797164270138	1.1312557032502	8	Normal	Normal
chr20	68379	6759517	0.447513812154696	-0.0509703467384695	0.863958409778293	1.06661532071394	8	Normal	Normal
chr20	7864275	10653600	0.455012853470437	-0.130498841327698	0.83132261501591	0.995708442843914	8	Normal	Normal
chr20	15843430	25666722	0.439306358381503	-0.111628682115201	0.813193508493188	1.03789171478736	8	Normal	Normal
chr20	29956482	37662904	0.265	0.948376611781918	1.02274102469455	2.83665906849243	2	Gain	Gain
chr20	39316639	40162014	0.244698388310047	0.8262804188398	0.867753343034466	2.67846267018656	2	Gain	Gain
chr20	42086727	50803490	0.251836228766762	0.90023797071653	0.940041085411076	2.79270654194358	2	Gain	Gain
chr20	51870191	53266986	0.28972512268726	0.869007281195623	1.05831124131015	2.59450019421224	2	Gain	Gain
chr20	54573711	58645773	0.23469387755102	0.862899704978312	0.853670846980955	2.78370928363356	2	Gain	Gain
chr20	59829937	62904810	0.240689655172414	0.8477003178663	0.866304645739037	2.73295534372114	2	Gain	Gain
chr21	14982584	17250703	0.413627320954907	-0.029555416711485	0.810479707846851	1.14896461990153	8	Normal	Normal
chr21	26960057	28338338	0.435791041600171	-0.115615458371691	0.804460219431364	1.04151673428821	8	Normal	Normal
chr21	30248760	41300972	0.449576271186441	0.0373668483091866	0.922745463567509	1.12973266463166	8	Normal	Normal
chr21	42617939	48083380	0.435149844500989	-0.0861071275312511	0.81987567243005	1.06424696438313	8	Normal	Normal
chr22	16448871	27026377	0.436664289534677	-0.0457174632421899	0.846087628060356	1.09152817505918	8	Normal	Normal
chr22	28254427	34157410	0.444794952681388	0.0126543868625988	0.897427133367939	1.12019273384934	8	Normal	Normal
chr22	35659145	47569205	0.338964124495129	0.541504531577482	0.986717516401713	1.9242616849264	2	Gain	Gain
chr22	50167973	51220669	0.357142857142857	0.520717233470474	1.02476308124833	1.844573546247	2	Gain	Gain

